Cruise,Year,Month,Day,Local time (GMT+7),Area,Station,Lat,Lon,Sample_ID,Total Depth (m),Sampling level,Sampling depth (m),Sample_Type2,D50,OC %,N %,Sed_Temp (°C),Sed_pH,Sed_ORP (mV),Wind speed (m/s),Wind direction (toward-azimuth) angle,Wind direction,Air temperature (๐C),Air pressure (mbar),Sea state,Sea state remark,Cloud cover,Transparency (m),Water temperature_meter (_deg_C),Water temperature_ctd (_deg_C),Water temperature_AAQ (_deg_C),Salinity_meter (psu),Salinity_ctd (psu),Salinity_AAQ (psu),Water_Cond. (mS/cm),Density (kg/m3),DO_Titrate (mg/L),DO_meter (mg/L),DO_CTD (mg/L),DO_AAQ (mg/L),DO_CTD-Corrected (mg/L),TSS (mg/L),Chl-a_spectro (ug/L),Chl-a_ctd (ug/L),Chl-a_AAQ (ug/L),pH,pH_CTD,pH_AAQ,OA,Phytoplankton,Zooplankton,Remark,TA (umol/kgSW),pH@25C (Spectrophotometric method),"pH 
(TOTscale)",pCO2 out (uatm),HCO3 out (umol/kgSW),CO3 out (umol/kgSW),CO2 out (umol/kgSW),"Ca
saturation","Ar
saturation","DIC est.
(umol/kgSW)",Ave,SD,Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),pN2Oair,Phosphate (uM),Silicate (uM),Nitrite (uM),Ammonia (uM),Nitrate (uM),DOC,"TDN
(uM)","TDP
(uM)","Mn
(nM)","Mo
(nM)","U
(nM)","V
(nM)","Exchangeable Ammonia
(ug/g)","Exchangeable Nitrate
(ug/g)","Exchangeable Silicate
(ug/g)","Exchangeable Phosphate
(ug/g)","Total Phosphorus
(ug/g)","Total Silicate
(ug/g)","Total Nitrogen
(ug/g)","Calcium carbonate
(ug/g)",Total Organic Content (%),Clay,Silt,Sand,Sulfide (umol-S/g),Fraction-1_NH3,Fraction-1_NO2-,Fraction-1_N_Sum,Fraction-2_NH3,Fraction-2_NO2-,Fraction-2_N_Sum,Fraction-3_NH3,Fraction-3_NO2-,Fraction-3_N_Sum,Fraction-4_NH3,Fraction-4_NO2-,Fraction-4_N_Sum,Fraction-1_Phosphorus,Fraction-2_Phosphorus,Fraction-3_Phosphorus,Fraction-4_Phosphorus
GoT,2022,11,20,10:20,,16,13.2312,100.2669,,15.6,B,14,,,,,,,,,,,,,,,,3.7,28.80,28.69,,30.40,31.58,,,,5.12,,3.126,,4.136071277,13.4,,,,7.98,,,,,,,2116.816299,7.882831572,7.828696263,677.7066538,1778.454543,136.8318239,17.83522121,3.409788366,2.256608306,1933.121588,,,,,,,,,,,,0.258,31.221,1.642,2.641,2.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,10:56,,17,13.2810,100.2667,,13.8,S,1,,,,,,,,,,,,,,,,3.7,29.40,,,25.60,,,,,,,,,,,,,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,10:56,,17,13.2810,100.2667,,13.8,M,6.5,,,,,,,,,,,,,,,,3.7,29.00,,,29.70,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,10:56,,17,13.2810,100.2667,,13.8,B,12,,,,,,,,,,,,,,,,3.7,28.70,,,30.60,,,,,,,,,,,,,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,11:18,,18,13.3238,100.2673,,11.4,S,1,,,,,,,,,,,,,,,,1.3,29.40,29.59,,24.70,24.74,,,,9.745,,8.869,,8.858536998,10,3.37116875,,,8.36,,,,,,,2188.118019,8.245957464,8.175769912,292.1105953,1618.597171,238.4775914,7.789146268,6.324581595,4.085943697,1864.863909,,,,,,,,,,,,0.71,54.361,0.143,2.641,1.499,,,,,,,,3.487245021,0.400832761,30.17681662,3.730905571,17.38931526,1651.704204,1586.428105,0.963211599,1.43,1.633,54.925,43.446,,,,,,,,,,,,,,,,,
GoT,2022,11,20,11:18,,18,13.3238,100.2673,,11.4,M,5.5,,,,,,,,,,,,,,,,1.3,29.30,28.80,,27.90,31.13,,,,3.79,,2.024,,3.229897287,17.08,,,,8.1,,,,,,,2114.999461,7.800744805,7.746389731,845.8813989,1829.92081,115.5805645,22.25400458,2.895518703,1.914239786,1967.755379,,,,,,,,,,,,0.323,37.665,0.071,2.498,1.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,11:18,,18,13.3238,100.2673,,11.4,B,10,,,,,,,,,,,,,,,,1.3,28.90,28.80,,30.30,31.15,,,,3.37,,1.967,,3.183026219,29.6,,,,7.84,,,,,,,2116.346494,7.783992075,7.729771602,883.3111541,1840.240147,111.954966,23.23855478,2.802189695,1.852751126,1975.433668,,,,,,,,,,,,0.484,42.364,4.568,1.999,2.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,12:12,,19,13.3682,100.2916,,9.6,S,1,,,,,,,,,,,,,,,,2.4,29.40,29.75,,25.20,24.25,,,,7.37,,6.22,,6.680265765,34.06,1.53753375,,,8.11,,,,,,,2198.271189,8.00026456,7.930109489,586.4754858,1836.117262,152.411367,15.61631666,4.0621515,2.619107975,2004.144946,,,,,,,,,,,,0.904,73.941,0.286,3.069,1.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,12:12,,19,13.3682,100.2916,,9.6,M,4.5,,,,,,,,,,,,,,,,2.4,29.10,28.89,,29.20,30.82,,,,3.215,,1.279,,2.617284199,47,,,,7.87,,,,,,,2120.110213,7.772948803,7.717802451,916.1566977,1851.765636,109.0166787,24.0898424,2.739009948,1.809593329,1984.872157,,,,,,,,,,,,0.484,47.739,2.57,2.712,2.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,12:12,,19,13.3682,100.2916,,9.6,B,8,,,,,,,,,,,,,,,,2.4,28.90,28.88,,29.40,30.88,,,,2.225,,1.163,,2.521897464,18.4,,,,7.82,,,,,,,2128.731384,7.712051316,7.657900285,1072.656914,1890.003568,97.07218771,28.20175492,2.436482224,1.610039505,2015.277511,,,,,,,,,,,,0.517,49.057,4.711,2.498,3.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,7:53,,20,13.4114,100.3150,,6.7,S,1,,,,,,,,,,,,,,,,0.6,28.90,29.18,,22.50,24.62,,,,7.815,,7.68,,7.880822957,21.1,0.5200005,,,8.11,,,,,,,2229.327477,8.134984869,8.071865244,401.6520898,1754.332836,199.8000308,10.82062805,5.295635034,3.414741599,1964.953495,,,,,,,,,,,,1.292,101.388,1.213,10.421,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,7:53,,20,13.4114,100.3150,,6.7,M,3,,,,,,,,,,,,,,,,0.6,28.90,29.05,,24.00,29.35,,,,5.23,,3.504,,4.446900468,21.4,,,,8.19,,,,,,,2161.830727,7.928248564,7.868989525,636.7185703,1806.009833,145.8531738,16.80506894,3.712557157,2.442002244,1968.668075,,,,,,,,,,,,0.517,56.817,0.286,2.284,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,7:53,,20,13.4114,100.3150,,6.7,B,5,,,,,,,,,,,,,,,,0.6,29.00,28.98,,22.10,30.01,,,,1.42,,0.126,,1.669172937,69,,,,8.21,,,,,,,2142.8993,7.59574913,7.542916934,1455.981578,1957.693947,75.73090411,38.35716391,1.916226857,1.263067504,2071.782015,,,,,,,,,,,,1.033,67.177,2.07,1.856,2.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:09,,20 (Red Tide),13.4115,100.3119,,8.5,S,1,,,,,,,,,,,,,,,,2,29.70,,,26.30,,,,,,,,,,,,,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:09,,20 (Red Tide),13.4115,100.3119,,8.5,M,4,,,,,,,,,,,,,,,,2,29.20,,,29.50,,,,,,,,,,,,,,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:09,,20 (Red Tide),13.4115,100.3119,,8.5,B,7,,,,,,,,,,,,,,,,2,28.90,,,29.70,,,,,,,,,,,,,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,7:19,,21,13.4623,100.2963,,2.8,S,1,,,,,,,,,,,,,,,,0.6,28.80,29.57,,7.80,20.11,,,,2.24,,1.919,,3.143555845,25.9,0.4992385,,,7.33,,,,,,,2392.652845,7.480492947,7.42691228,2406.574815,2272.984713,52.06881869,65.69552215,1.438683789,0.905590784,2390.749054,,,,,,,,,,,,2.615,163.012,2.712,37.759,2.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:37,,21 (Red Tide),13.4575,100.2980,,4.5,S,1,,,,,,,,,,,,,,,,0.6,29.40,,,27.20,,,,,,,2.747,,3.824419787,,,,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:37,,21 (Red Tide),13.4575,100.2980,,4.5,B,3,,,,,,,,,,,,,,,,0.6,29.20,,,28.70,,,,,,,0.154,,1.692197322,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,6:33,,22,13.5011,100.2803,,2.0,S,1,,,,,,,,,,,,,,,,0.7,28.60,28.88,,1.00,1.09,,,,1.175,,0.03,,1.590232191,11.7,0.82428075,,,7.35,,,,,,,2626.089886,6.877605997,6.845472971,14219.30059,2610.446316,7.77868847,434.2871794,0.189359197,0.112329626,3052.512184,,,,,,,,,,,,3.616,219.651,1.285,76.945,1.499,,,,,,,,11.48606575,0,45.50922303,11.60118914,15.19923809,3918.85,2355.567402,0.360895067,2.01,3.713,59.5995,36.69,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:59,,22 (Red Tide),13.4948,100.2847,,6.1,S,1,,,,,,,,,,,,,,,,0.6,30.00,29.88,,13.70,22.08,,,,2.075,,1.309,,2.641953183,12.7,,,,7.44,,,,,,,2414.398599,7.234715583,7.185617247,4234.75924,2338.077214,32.97041648,113.6418358,0.896157433,0.571281939,2484.689467,,,,,,,,,,,,2.615,228.266,45.182,2.641,3.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:59,,22 (Red Tide),13.4948,100.2847,,6.1,M,3,,,,,,,,,,,,,,,,0.6,29.50,29.46,,24.40,29.09,,,,1.12,,0.076,,1.628057965,11.3,,,,7.54,,,,,,,2289.908639,7.310061195,7.260482201,3139.201362,2184.541934,43.82154656,82.14794239,1.119380713,0.736596927,2310.511423,,,,,,,,,,,,3.003,141.545,15.56,0.571,1.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,20,13:59,,22 (Red Tide),13.4948,100.2847,,6.1,B,5,,,,,,,,,,,,,,,,0.6,29.30,29.46,,26.40,29.34,,,,0.985,,0.025,,1.586120693,31.8,,,,7.52,,,,,,,2228.336997,7.359141592,7.307794263,2718.633073,2113.268735,47.57581332,71.06185255,1.212375966,0.79851659,2231.906401,,,,,,,,,,,,3.003,132.503,14.204,0.642,1.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:30,,23,13.3879,100.3593,,8.9,S,1,,,,,,,,,,,,,,,,0.5,29.00,,,23.90,,,,,,,,,,,,,,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:30,,23,13.3879,100.3593,,8.9,M,4,,,,,,,,,,,,,,,,0.5,29.00,,,24.70,,,,,,,,,,,,,,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:30,,23,13.3879,100.3593,,8.9,B,8,,,,,,,,,,,,,,,,0.5,28.80,,,29.50,,,,,,,,,,,,,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:58,,24,13.3601,100.3982,,10.7,S,1,,,,,,,,,,,,,,,,2.1,29.20,29.41,,26.60,27.31,,,,7.545,,6.754,,7.119373669,7.85,1.11641825,,,8.17,,,,,,,2125.431048,8.194005279,8.127011708,313.2668325,1584.590395,222.5502986,8.281744279,5.771020447,3.77039972,1815.422438,,,,,,,,,,,,0.291,39.053,0.143,1.927,1.071,,,,,,,,2.6,0.55,25.45,2.9,12.57035671,1258.909076,1320.050643,0.796178702,1.16,2.832,49.732,47.436,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:58,,24,13.3601,100.3982,,10.7,M,5,,,,,,,,,,,,,,,,2.1,29.00,28.74,,27.70,30.58,,,,5.28,,1.014,,2.399374846,11.05,,,,7.95,,,,,,,2119.637874,8.005414974,7.949752108,494.0991158,1702.972077,169.0790049,13.0538427,4.254636313,2.807464598,1885.104924,,,,,,,,,,,,0.323,42.293,0.286,1.57,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,8:58,,24,13.3601,100.3982,,10.7,B,9,,,,,,,,,,,,,,,,2.1,28.60,28.70,,29.60,30.79,,,,1.97,,0.13,,1.672462135,11.6,,,,7.55,,,,,,,2099.360588,7.673604645,7.622621447,1157.549664,1881.665737,88.32446125,30.57893463,2.217162429,1.463859313,2000.569133,,,,,,,,,,,,0.71,53.685,1.356,1.856,15.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,9:52,,25,13.2915,100.4003,,13.7,S,1,,,,,,,,,,,,,,,,3.4,29.50,,,26.90,,,,,,,,,,,,,,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,9:52,,25,13.2915,100.4003,,13.7,M,6.5,,,,,,,,,,,,,,,,3.4,29.40,,,27.90,,,,,,,,,,,,,,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,9:52,,25,13.2915,100.4003,,13.7,B,12,,,,,,,,,,,,,,,,3.4,29.30,,,28.60,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:20,,26,13.2462,100.4000,,16.0,S,1,,,,,,,,,,,,,,,,4.7,29.30,29.33,,27.90,28.62,,,,7.49,,6.449,,6.868572338,8.6,0.27534825,,,8.15,,,,,,,2112.285008,8.148571774,8.083117448,346.5807095,1599.342875,209.6076063,9.119357319,5.374664205,3.528937466,1818.069839,,,,,,,,,,,,0.194,21.324,0.214,2.141,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:20,,26,13.2462,100.4000,,16.0,M,8,,,,,,,,,,,,,,,,4.7,28.70,28.70,,30.00,31.16,,,,3.495,,2.182,,3.3598206,8,,,,7.76,,,,,,,2097.792505,7.802831019,7.749875782,830.6635644,1813.338009,115.1156738,21.90622036,2.881116512,1.904288941,1950.359903,,,,,,,,,,,,0.452,35.956,4.211,3.283,4.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:20,,26,13.2462,100.4000,,16.0,B,15,,,,,,,,,,,,,,,,4.7,28.80,28.69,,30.00,31.19,,,,3.08,,2.122,,3.310482633,9,,,,7.76,,,,,,,2106.923104,7.787848106,7.734937715,866.7620426,1829.590768,112.3230033,22.85834853,2.807906698,1.856158428,1964.77212,,,,,,,,,,,,0.452,42.827,5.853,2.998,5.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:56,,27,13.1823,100.3984,,17.7,S,1,,,,,,,,,,,,,,,,8.8,29.30,,,28.60,,,,,,,,,,,,,,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:56,,27,13.1823,100.3984,,17.7,M,8,,,,,,,,,,,,,,,,8.8,28.90,,,29.20,,,,,,,,,,,,,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,10:56,,27,13.1823,100.3984,,17.7,B,16,,,,,,,,,,,,,,,,8.8,28.70,,,30.50,,,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,11:30,,28,13.1332,100.4011,,19.6,S,1,,,,,,,,,,,,,,,,8,29.30,29.19,,29.60,30.33,,,,6.835,,5.852,,6.377659568,8.95,0.05295825,,,8.1,,,,,,,2098.792494,8.070644306,8.007928103,416.9231435,1636.029272,187.5330549,10.91229401,4.737541511,3.12804629,1834.47462,,,,,,,,,,,,0.129,12.282,0.214,2.284,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,11:30,,28,13.1332,100.4011,,19.6,M,9.5,,,,,,,,,,,,,,,,8,28.60,28.62,,30.80,31.45,,,,4.555,,3.394,,4.356447529,9.8,,,,7.92,,,,,,,2122.452076,7.89054545,7.837496038,664.856643,1779.364479,138.8769896,17.53718307,3.465862154,2.292258554,1935.778651,,,,,,,,,,,,0.129,34.496,4.64,2.712,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,11:30,,28,13.1332,100.4011,,19.6,B,18,,,,,,,,,,,,,,,,8,28.70,28.62,,30.70,31.46,,,,4.03,,3.321,,4.296419669,14.15,,,,7.91,,,,,,,2119.323451,7.874823911,7.821696266,691.805499,1786.789877,134.571227,18.24830964,3.354249106,2.218698895,1939.609414,,,,,,,,,,,,0.323,36.241,4.497,2.855,2.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,12:29,,29,13.0346,100.4008,,20.4,S,1,,,,,,,,,,,,,,,,8.4,29.30,29.51,,30.60,31.23,,,,7.35,,6.064,,6.551987051,5.8,0.06535525,,,8.11,,,,,,,2109.927966,8.085451472,8.017888481,402.9625527,1622.678474,196.8545228,10.42261317,4.939969844,3.274141821,1829.95561,,,,,,,,,,,,0.161,16.234,0.357,2.641,1.57,,,,,,,,0.931564544,0.974658969,18.36941286,3.536851205,8.837664487,1457.164575,662.2693051,4.568699855,0.54,0.3655,22.5435,77.092,,,,,,,,,,,,,,,,,
GoT,2022,11,18,12:29,,29,13.0346,100.4008,,20.4,M,10,,,,,,,,,,,,,,,,8.4,29.00,28.79,,31.00,31.77,,,,6.495,,5.428,,6.029004603,7.7,,,,8.09,,,,,,,2102.760253,8.049284487,7.992350794,429.2433791,1641.949317,185.6110472,11.25957408,4.621634914,3.061072561,1838.819939,,,,,,,,,,,,0.129,16.056,0.143,2.712,1.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,18,12:29,,29,13.0346,100.4008,,20.4,B,19,,,,,,,,,,,,,,,,8.4,28.90,28.78,,31.00,31.78,,,,6.355,,5.328,,5.946774658,8.65,,,,8.05,,,,,,,2107.493167,8.024292544,7.967456572,460.8307284,1666.096763,177.9115767,12.09147443,4.424024297,2.93043871,1856.099814,,,,,,,,,,,,0.129,19.046,0.214,2.498,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,7:30,,30,13.0337,100.5349,,21.0,S,1,,,,,,,,,,,,,,,,4.3,28.80,28.93,,31.00,31.74,,,,6.54,,5.965,,6.470579406,6.75,0.044596,,,8.15,,,,,,,2108.483546,8.041111819,7.982480336,442.9723209,1653.573441,183.4040463,11.58338664,4.575007305,3.031009268,1848.560874,,,,,,,,,,,,0.032,12.78,0.071,2.284,1.642,,,,,,,,1.20386961,0.354187528,8.584222814,1.744502084,12.99152081,1206.145699,590.031194,10.0734282,0.61,1.026,22.5125,76.4635,,,,,,,,,,,,,,,,,
GoT,2022,11,17,7:30,,30,13.0337,100.5349,,21.0,M,10.5,,,,,,,,,,,,,,,,4.3,28.60,28.80,,31.00,31.90,,,,6.28,,5.811,,6.343945291,5.1,,,,8.16,,,,,,,2092.668932,8.028409414,7.971549978,452.0272246,1649.307252,178.3517586,11.84777823,4.435549627,2.938980885,1839.506789,,,,,,,,,,,,0.065,12.638,0.071,1.999,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,7:30,,30,13.0337,100.5349,,21.0,B,20,,,,,,,,,,,,,,,,4.3,28.70,28.79,,31.10,31.91,,,,6.09,,5.781,,6.319276308,10.25,,,,8.15,,,,,,,2108.473528,8.0309371,7.973775148,452.3083717,1660.240885,180.5668339,11.85574773,4.484762362,2.971907553,1852.663467,,,,,,,,,,,,0.032,13.884,0.071,1.999,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,9:34,,31,13.1360,100.5292,,21.2,S,1,,,,,,,,,,,,,,,,4.2,29.10,28.92,,30.50,30.82,,,,7.255,,6.629,,7.016586238,5.75,0.20377475,,,8.15,,,,,,,2125.133236,8.079786888,8.021074011,404.9214799,1644.575143,194.7465419,10.64117958,4.895784168,3.234603445,1849.962864,,,,,,,,,,,,0.032,17.551,0.071,1.999,1.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,9:34,,31,13.1360,100.5292,,21.2,M,10.5,,,,,,,,,,,,,,,,4.2,28.90,28.64,,30.90,31.67,,,,6.895,,5.398,,6.00433562,8.85,,,,8.06,,,,,,,2103.151163,8.019514686,7.965062246,463.9655871,1667.443336,175.6331362,12.22030922,4.374613338,2.895273403,1855.296781,,,,,,,,,,,,0.097,16.34,0.071,2.141,1.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,9:34,,31,13.1360,100.5292,,21.2,B,20,,,,,,,,,,,,,,,,4.2,28.70,28.64,,31.00,31.70,,,,5.88,,5.288,,5.91388268,12.45,,,,8.08,,,,,,,2112.443128,7.999296722,7.944722911,492.5107143,1690.723351,170.154558,12.97105076,4.231627006,2.801153224,1873.84896,,,,,,,,,,,,0.226,20.755,0.642,2.427,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:41,,32,13.2282,100.5335,,19.0,S,1,,,,,,,,,,,,,,,,3.1,29.60,,,27.60,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:41,,32,13.2282,100.5335,,19.0,M,9.5,,,,,,,,,,,,,,,,3.1,28.80,,,30.60,,,,,,,,,,,,,,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:41,,32,13.2282,100.5335,,19.0,B,18,,,,,,,,,,,,,,,,3.1,28.70,,,31.10,,,,,,,,,,,,,,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:53,,32.5,13.2330,100.5358,,18.9,S,1,,,,,,,,,,,,,,,,3.5,30.10,29.39,,17.70,26.60,,,,8.78,,8.46,,8.522216525,6.3,0.3280635,,,8.16,,,,,,,2069.928072,8.104360534,8.038464352,396.1942155,1626.103769,182.5585641,10.5164782,4.762157328,3.101531633,1819.178811,,,,,,,,,,,,0.452,105.981,0.571,6.281,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:53,,32.5,13.2330,100.5358,,18.9,M,9,,,,,,,,,,,,,,,,3.5,29.40,28.49,,30.60,31.41,,,,7.35,,4.659,,5.396656329,8.55,,,,8.03,,,,,,,2096.545478,7.986486852,7.934579373,504.7251803,1690.08312,163.9794576,13.35897634,4.092428752,2.705154388,1867.421553,,,,,,,,,,,,0.258,29.049,0.642,2.641,4.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,10:53,,32.5,13.2330,100.5358,,18.9,B,17,,,,,,,,,,,,,,,,3.5,28.80,28.48,,30.80,31.12,,,,5.1,,4.087,,4.926301045,23.7,,,,8.03,,,,,,,2088.015361,7.963673658,7.911810335,536.198054,1702.511553,155.6319047,14.21596852,3.88953482,2.568961622,1872.359426,,,,,,,,,,,,0.194,26.059,0.071,2.998,2.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,11:38,,33,13.2811,100.5268,,17.0,S,1,,,,,,,,,,,,,,,,3.4,30.00,29.74,,21.50,24.23,,,,11.92,,10.092,,9.864209222,13.05,1.0448185,,,8.33,,,,,,,2074.003577,8.303542955,8.23056916,237.1945074,1483.118485,245.648733,6.318403408,6.547874019,4.22121906,1735.085621,,,,,,,,,,,,0.387,78.996,0.143,6.353,4.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,11:38,,33,13.2811,100.5268,,17.0,M,8.5,,,,,,,,,,,,,,,,3.4,28.70,28.57,,30.70,31.40,,,,5.17,,4.461,,5.233841038,27.57,,,,8.01,,,,,,,2109.489521,7.968175183,7.91518133,535.745473,1714.621731,159.5456437,14.15201007,3.9832325,2.633618442,1888.319384,,,,,,,,,,,,0.226,26.842,0.143,3.783,3.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,11:38,,33,13.2811,100.5268,,17.0,B,16,,,,,,,,,,,,,,,,3.4,28.70,28.57,,30.70,31.42,,,,4.73,,4.062,,4.905743559,43.8,,,,8,,,,,,,2131.610242,7.936830417,7.883834885,589.2799102,1755.903104,152.1500423,15.56452776,3.794277803,2.509020205,1923.617674,,,,,,,,,,,,0.226,29.156,0.143,4.497,4.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2022,11,17,12:16,,34,13.3285,100.5318,,14.9,S,1,,,,,,,,,,,,,,,,3.5,29.90,,,23.90,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
